################################################################
# ThreatFox IOCs: recent ip-port - CSV format                  #
# Last updated: 2026-02-20 16:02:11 UTC                        #
#                                                              #
# Terms Of Use: https://threatfox.abuse.ch/faq/#tos            #
# For questions please contact threatfox [at] abuse.ch         #
################################################################
#
# "first_seen_utc","ioc_id","ioc_value","ioc_type","threat_type","fk_malware","malware_alias","malware_printable","last_seen_utc","confidence_level","is_compromised","reference","tags","anonymous","reporter"
"2026-02-20 08:02:12", "1751070", "103.177.47.207:3790", "ip:port", "botnet_cc", "win.meterpreter", "None", "Meterpreter", "", "100", "False", "https://search.censys.io/hosts/103.177.47.207", "AS58580,C2,censys,FASTRACK,hacktool,MetaSploit,Meterpreter", "0", "DonPasci"
"2026-02-20 08:02:11", "1751069", "103.177.47.174:3790", "ip:port", "botnet_cc", "win.meterpreter", "None", "Meterpreter", "", "100", "False", "https://search.censys.io/hosts/103.177.47.174", "AS58580,C2,censys,FASTRACK,hacktool,MetaSploit,Meterpreter", "0", "DonPasci"
"2026-02-20 08:02:10", "1751068", "3.107.169.157:2", "ip:port", "botnet_cc", "win.meterpreter", "None", "Meterpreter", "", "100", "False", "https://search.censys.io/hosts/3.107.169.157", "AMAZON-02,AS16509,C2,censys,hacktool,MetaSploit,Meterpreter", "0", "DonPasci"
"2026-02-20 08:01:24", "1751067", "104.223.84.7:14646", "ip:port", "botnet_cc", "win.remcos", "RemcosRAT,Remvio,Socmer", "Remcos", "", "100", "False", "https://search.censys.io/hosts/104.223.84.7", "AS-COLOCROSSING,AS36352,C2,censys,RAT,Remcos", "0", "DonPasci"
"2026-02-20 08:01:23", "1751066", "91.92.41.4:5555", "ip:port", "botnet_cc", "win.remcos", "RemcosRAT,Remvio,Socmer", "Remcos", "2026-02-20 16:48:48", "100", "False", "https://search.censys.io/hosts/91.92.41.4", "AS211443,C2,censys,RAT,Remcos,SINOWORLDWIDE", "0", "DonPasci"
"2026-02-20 07:50:19", "1751064", "38.46.11.202:1107", "ip:port", "botnet_cc", "win.valley_rat", "Winos", "ValleyRAT", "", "100", "False", "None", "RAT,ValleyRAT", "0", "abuse_ch"
"2026-02-20 07:50:15", "1751063", "192.163.162.194:447", "ip:port", "botnet_cc", "win.valley_rat", "Winos", "ValleyRAT", "", "100", "False", "None", "RAT,ValleyRAT", "0", "abuse_ch"
"2026-02-20 07:46:05", "1750818", "193.26.115.60:6000", "ip:port", "botnet_cc", "win.remcos", "RemcosRAT,Remvio,Socmer", "Remcos", "2026-02-20 07:45:13", "100", "False", "https://www.threat.rip/file/73b8f80db93983c804bb8d8b2eb7beb1c11b2adb3564697ac3c5f340f502d578/config", "2026,AUTO-REG,FEBRERO,PERSISTENCE,RAT,REMCOS", "0", "Neiki"
"2026-02-20 07:46:03", "1750820", "38.49.215.118:8443", "ip:port", "botnet_cc", "win.resolver_rat", "PureHVNC,ResolverRAT", "PureRAT", "2026-02-19 15:00:49", "100", "False", "https://www.threat.rip/file/c230ee6038bf851cc5d5fb561052682269d70cd99929c3794cba09c260379c0a/config", "COLLECTION,DISCOVERY,EXECUTION,NETREACTOR,PUREHVNC,SPYWARE,STEALER", "0", "Neiki"
"2026-02-20 07:46:02", "1750821", "23.94.252.101:7000", "ip:port", "botnet_cc", "win.xworm", "None", "XWorm", "2026-02-19 14:13:25", "100", "False", "https://www.threat.rip/file/ce360dd70c5cf440a0067eeda841aed213fc505ed2a1bb21a0bf86388a596d88/config", "ARCH-EXEC,AUTO-STARTUP,DISCOVERY,NETREACTOR,RAT,TROJAN,XWORM", "0", "Neiki"
"2026-02-20 07:45:56", "1750852", "83.142.209.92:11200", "ip:port", "botnet_cc", "win.resolver_rat", "PureHVNC,ResolverRAT", "PureRAT", "", "100", "False", "https://www.threat.rip/file/9843f5987f4cc3ecb4dc341853be6549567da44e273162a36841020464cd9258/config", "DISCOVERY,NETREACTOR,PUREHVNC", "0", "Neiki"
"2026-02-20 07:45:35", "1750913", "203.192.206.72:1988", "ip:port", "botnet_cc", "win.asyncrat", "None", "AsyncRAT", "", "100", "False", "https://www.threat.rip/file/e99e6410f464f5df894296de322c6aa3cb9cffddb27b954b748a36bcd99ec188/config", "ASYNCRAT,DEFAULT,DISCOVERY,NETREACTOR,PROTECTOR,RAT", "0", "Neiki"
"2026-02-20 07:45:33", "1750935", "193.124.250.110:8080", "ip:port", "botnet_cc", "win.xworm", "None", "XWorm", "2026-02-20 08:31:30", "100", "False", "https://www.threat.rip/file/d958336fdb8e4ba0c7ce9e93e16b30d4aee6864247aa478c9fd3b9735ef829df/config", "DEFENSE_EVASION,RAT,TROJAN,XWORM", "0", "Neiki"
"2026-02-20 07:45:28", "1750938", "172.94.111.65:8098", "ip:port", "botnet_cc", "win.remcos", "RemcosRAT,Remvio,Socmer", "Remcos", "", "100", "False", "https://www.threat.rip/file/fa9ad348ee257f53ea65d6fe5287ee89b363ec094678c7760b2783bfe8eaa098/config", "DISCOVERY,RAT,REMCOS,REMOTEHOST", "0", "Neiki"
"2026-02-20 07:45:27", "1750939", "5.101.86.26:49274", "ip:port", "botnet_cc", "win.remcos", "RemcosRAT,Remvio,Socmer", "Remcos", "", "100", "False", "https://www.threat.rip/file/77f55bdfaedc21df622c0e3e1742f06ddc6590fa823dcedd65afb5860e6c514d/config", "DISCOVERY,EXCESSMONEY,RAT,REMCOS", "0", "Neiki"
"2026-02-20 07:44:51", "1751012", "87.121.84.58:8080", "ip:port", "botnet_cc", "elf.mirai", "Katana", "Mirai", "2026-02-20 02:40:06", "100", "False", "None", "Mirai", "0", "elfdigest"
"2026-02-20 07:43:36", "1751016", "87.121.84.58:2901", "ip:port", "botnet_cc", "elf.mirai", "Katana", "Mirai", "", "80", "False", "None", "mirai", "0", "seckle"
"2026-02-20 07:43:36", "1751022", "146.70.51.74:2712", "ip:port", "botnet_cc", "win.dcrat", "DarkCrystal RAT", "DCRat", "", "100", "False", "https://www.threat.rip/file/b206105c5b53a1905c3b7cdae2c1605022916160ad38cede0e0f7a82a2906892/config", "AMSI-BYPASS,ASYNCRAT,DCRAT,DISCOVERY,NEWR2712,RAT", "0", "Neiki"
"2026-02-20 07:43:32", "1751032", "3.127.59.75:11637", "ip:port", "botnet_cc", "win.njrat", "Bladabindi,Lime-Worm", "NjRAT", "", "100", "False", "https://www.threat.rip/file/f113905b59cbfc74078f4e04a72b7ba03be382b5e488c1b51ac421a70d5a146a/config", "??????,AUTO-STARTUP,DEFENSE_EVASION,DISCOVERY,NJRAT,PERSISTENCE,RAT", "0", "Neiki"
"2026-02-20 07:43:30", "1751035", "193.161.193.99:64601", "ip:port", "botnet_cc", "win.xworm", "None", "XWorm", "2026-02-20 07:02:55", "100", "False", "https://www.threat.rip/file/e53dfaa3180271b8d52bfa955031983eeccf90463df49d1116631b940b95d4be/config", "RAT,TROJAN,XWORM", "0", "Neiki"
"2026-02-20 07:09:34", "1751056", "81.68.89.216:8088", "ip:port", "botnet_cc", "win.cobalt_strike", "Agentemis,BEACON,CobaltStrike,cobeacon", "Cobalt Strike", "2026-02-20 15:00:08", "100", "False", "None", "CobaltStrike,cs-watermark-987654321", "0", "abuse_ch"
"2026-02-20 07:00:42", "1751055", "221.229.53.161:10001", "ip:port", "botnet_cc", "win.extreme_rat", "ExtRat", "Xtreme RAT", "", "100", "False", "https://search.censys.io/hosts/221.229.53.161", "AS146966,C2,censys,RAT", "0", "dyingbreeds_"
"2026-02-20 06:07:43", "1751043", "159.26.100.159:59476", "ip:port", "botnet_cc", "win.nanocore", "Nancrat,NanoCore", "Nanocore RAT", "", "100", "False", "https://tria.ge/260220-c3kylafz5c", "AS208172,C2,nanocore,rat,triage", "0", "DonPasci"
"2026-02-20 05:20:06", "1751033", "165.227.177.122:1177", "ip:port", "botnet_cc", "win.njrat", "Bladabindi,Lime-Worm", "NjRAT", "2026-02-20 05:29:43", "100", "False", "None", "NjRAT", "0", "abuse_ch"
"2026-02-20 04:02:14", "1751029", "168.245.203.199:3790", "ip:port", "botnet_cc", "win.meterpreter", "None", "Meterpreter", "", "100", "False", "https://search.censys.io/hosts/168.245.203.199", "AS58580,C2,censys,FASTRACK,hacktool,MetaSploit,Meterpreter", "0", "DonPasci"
"2026-02-20 04:02:14", "1751030", "168.245.203.224:3790", "ip:port", "botnet_cc", "win.meterpreter", "None", "Meterpreter", "", "100", "False", "https://search.censys.io/hosts/168.245.203.224", "AS58580,C2,censys,FASTRACK,hacktool,MetaSploit,Meterpreter", "0", "DonPasci"
"2026-02-20 04:02:13", "1751027", "168.245.203.51:3790", "ip:port", "botnet_cc", "win.meterpreter", "None", "Meterpreter", "", "100", "False", "https://search.censys.io/hosts/168.245.203.51", "AS58580,C2,censys,FASTRACK,hacktool,MetaSploit,Meterpreter", "0", "DonPasci"
"2026-02-20 04:02:13", "1751028", "168.245.203.231:3790", "ip:port", "botnet_cc", "win.meterpreter", "None", "Meterpreter", "", "100", "False", "https://search.censys.io/hosts/168.245.203.231", "AS58580,C2,censys,FASTRACK,hacktool,MetaSploit,Meterpreter", "0", "DonPasci"
"2026-02-20 04:01:44", "1751026", "94.242.52.160:445", "ip:port", "botnet_cc", "win.havoc", "Havokiz", "Havoc", "2026-02-20 16:48:51", "100", "False", "https://search.censys.io/hosts/94.242.52.160", "AS43317,C2,censys,Havoc,VEESP-AS", "0", "DonPasci"
"2026-02-20 00:02:28", "1750993", "138.197.196.147:80", "ip:port", "botnet_cc", "win.empire_downloader", "None", "Empire Downloader", "", "100", "False", "https://search.censys.io/hosts/138.197.196.147", "AS14061,C2,censys,DIGITALOCEAN-ASN,PowershellEmpire", "0", "DonPasci"
"2026-02-20 00:02:24", "1750992", "15.216.95.47:2701", "ip:port", "botnet_cc", "win.meterpreter", "None", "Meterpreter", "", "100", "False", "https://search.censys.io/hosts/15.216.95.47", "AMAZON-02,AS16509,C2,censys,hacktool,MetaSploit,Meterpreter", "0", "DonPasci"
"2026-02-20 00:01:56", "1750991", "91.92.243.47:4449", "ip:port", "botnet_cc", "win.venom", "None", "Venom RAT", "", "100", "False", "https://search.censys.io/hosts/91.92.243.47", "AS202412,C2,censys,OMEGATECH-AS,RAT,Venom", "0", "DonPasci"
"2026-02-20 00:01:24", "1750989", "89.40.206.98:2050", "ip:port", "botnet_cc", "win.remcos", "RemcosRAT,Remvio,Socmer", "Remcos", "2026-02-20 16:48:43", "100", "False", "https://search.censys.io/hosts/89.40.206.98", "AS9009,C2,censys,M247,RAT,Remcos", "0", "DonPasci"
"2026-02-19 23:00:51", "1750984", "209.74.82.76:3333", "ip:port", "botnet_cc", "unknown", "None", "Unknown malware", "2026-02-20 16:46:50", "100", "False", "https://search.censys.io/hosts/209.74.82.76", "AS22612,censys,EvilGoPhish,Phishing", "0", "dyingbreeds_"
"2026-02-19 23:00:31", "1750983", "3.85.107.177:8443", "ip:port", "botnet_cc", "win.havoc", "Havokiz", "Havoc", "2026-02-20 16:47:14", "100", "False", "https://search.censys.io/hosts/3.85.107.177", "AS14618,C2,censys", "0", "dyingbreeds_"
"2026-02-19 23:00:30", "1750981", "3.148.25.195:80", "ip:port", "botnet_cc", "win.havoc", "Havokiz", "Havoc", "2026-02-20 16:47:12", "100", "False", "https://search.censys.io/hosts/3.148.25.195", "AS16509,C2,censys", "0", "dyingbreeds_"
"2026-02-19 23:00:30", "1750982", "75.119.151.20:80", "ip:port", "botnet_cc", "win.havoc", "Havokiz", "Havoc", "2026-02-20 16:48:20", "100", "False", "https://search.censys.io/hosts/75.119.151.20", "AS51167,C2,censys,CONTABO", "0", "dyingbreeds_"
"2026-02-19 23:00:23", "1750978", "16.58.121.239:443", "ip:port", "botnet_cc", "unknown", "None", "Unknown malware", "2026-02-20 00:01:49", "100", "False", "https://search.censys.io/hosts/16.58.121.239", "AS16509,C2,censys,Mythic", "0", "dyingbreeds_"
"2026-02-19 23:00:21", "1750976", "165.232.45.1:8088", "ip:port", "botnet_cc", "win.asyncrat", "None", "AsyncRAT", "2026-02-20 16:44:53", "100", "False", "https://search.censys.io/hosts/165.232.45.1", "AS14061,C2,censys,RAT", "0", "dyingbreeds_"
"2026-02-19 23:00:16", "1750975", "155.138.162.127:443", "ip:port", "botnet_cc", "win.sliver", "None", "Sliver", "2026-02-20 16:44:26", "90", "False", "https://search.censys.io/hosts/155.138.162.127", "AS20473,C2,censys", "0", "dyingbreeds_"
"2026-02-19 23:00:09", "1750974", "154.219.97.206:5758", "ip:port", "botnet_cc", "win.ghost_rat", "Farfli,Gh0st RAT,PCRat", "Ghost RAT", "2026-02-20 00:01:19", "75", "False", "https://search.censys.io/hosts/154.219.97.206", "AS401701,C2,censys,RAT", "0", "dyingbreeds_"
"2026-02-19 23:00:08", "1750973", "154.219.97.142:5758", "ip:port", "botnet_cc", "win.ghost_rat", "Farfli,Gh0st RAT,PCRat", "Ghost RAT", "2026-02-20 00:01:19", "75", "False", "https://search.censys.io/hosts/154.219.97.142", "AS401701,C2,censys,RAT", "0", "dyingbreeds_"
"2026-02-19 23:00:07", "1750972", "154.219.97.70:5758", "ip:port", "botnet_cc", "win.ghost_rat", "Farfli,Gh0st RAT,PCRat", "Ghost RAT", "2026-02-20 00:01:20", "75", "False", "https://search.censys.io/hosts/154.219.97.70", "AS401701,C2,censys,RAT", "0", "dyingbreeds_"
"2026-02-19 21:14:06", "1750946", "176.108.250.50:443", "ip:port", "botnet_cc", "win.cobalt_strike", "Agentemis,BEACON,CobaltStrike,cobeacon", "Cobalt Strike", "", "90", "False", "None", "Earth Baxia", "0", "Rony"
"2026-02-19 20:05:47", "1750932", "156.225.19.99:2324", "ip:port", "botnet_cc", "win.valley_rat", "Winos", "ValleyRAT", "", "75", "False", "https://bazaar.abuse.ch/sample/6aaa0c6c1b48b1898188c23db8a57ed9f166b7167570bf174e89a2d3fb4a2ded/", "valleyrat_s2", "0", "abuse_ch"
"2026-02-19 20:02:40", "1750930", "89.58.25.125:443", "ip:port", "botnet_cc", "unknown", "None", "Unknown malware", "", "100", "False", "https://search.censys.io/hosts/89.58.25.125", "AS197540,C2,censys,clickfix,first-stage,NETCUP-AS", "0", "DonPasci"
"2026-02-19 20:02:33", "1750929", "54.91.209.10:16930", "ip:port", "botnet_cc", "win.meterpreter", "None", "Meterpreter", "", "100", "False", "https://search.censys.io/hosts/54.91.209.10", "AMAZON-AES,AS14618,C2,censys,hacktool,MetaSploit,Meterpreter", "0", "DonPasci"
"2026-02-19 20:02:31", "1750928", "51.92.40.130:1234", "ip:port", "botnet_cc", "win.meterpreter", "None", "Meterpreter", "", "100", "False", "https://search.censys.io/hosts/51.92.40.130", "AMAZON-02,AS16509,C2,censys,hacktool,MetaSploit,Meterpreter", "0", "DonPasci"
"2026-02-19 20:02:30", "1750927", "51.84.9.169:9999", "ip:port", "botnet_cc", "win.meterpreter", "None", "Meterpreter", "", "100", "False", "https://search.censys.io/hosts/51.84.9.169", "AMAZON-02,AS16509,C2,censys,hacktool,MetaSploit,Meterpreter", "0", "DonPasci"
"2026-02-19 20:01:59", "1750926", "18.236.192.145:80", "ip:port", "botnet_cc", "win.havoc", "Havokiz", "Havoc", "2026-02-20 16:45:50", "100", "False", "https://search.censys.io/hosts/18.236.192.145", "AMAZON-02,AS16509,C2,censys,Havoc", "0", "DonPasci"
"2026-02-19 20:01:58", "1750925", "3.140.254.73:443", "ip:port", "botnet_cc", "win.havoc", "Havokiz", "Havoc", "2026-02-20 16:47:11", "100", "False", "https://search.censys.io/hosts/3.140.254.73", "AMAZON-02,AS16509,C2,censys,Havoc", "0", "DonPasci"
"2026-02-19 20:01:52", "1750924", "178.236.252.109:3000", "ip:port", "botnet_cc", "unknown", "None", "Unknown malware", "2026-02-20 16:45:44", "100", "False", "https://search.censys.io/hosts/178.236.252.109", "AS215826,C2,censys,Mythic,PARTNER-HOSTING-LTD", "0", "DonPasci"
"2026-02-19 20:01:50", "1750923", "20.39.130.27:443", "ip:port", "botnet_cc", "unknown", "None", "Unknown malware", "2026-02-19 23:00:24", "100", "False", "https://search.censys.io/hosts/20.39.130.27", "AS8075,C2,censys,MICROSOFT-CORP-MSN-AS-BLOCK,Mythic", "0", "DonPasci"
"2026-02-19 20:01:49", "1750922", "155.117.40.221:443", "ip:port", "botnet_cc", "unknown", "None", "Unknown malware", "2026-02-20 16:44:26", "100", "False", "https://search.censys.io/hosts/155.117.40.221", "AS32097,C2,censys,Mythic,WII", "0", "DonPasci"
"2026-02-19 20:01:48", "1750921", "3.148.25.195:7443", "ip:port", "botnet_cc", "unknown", "None", "Unknown malware", "2026-02-19 23:00:25", "100", "False", "https://search.censys.io/hosts/3.148.25.195", "AMAZON-02,AS16509,C2,censys,Mythic", "0", "DonPasci"
"2026-02-19 20:01:33", "1750920", "159.203.79.29:443", "ip:port", "botnet_cc", "win.sliver", "None", "Sliver", "2026-02-20 16:44:38", "100", "False", "https://search.censys.io/hosts/159.203.79.29", "AS14061,C2,censys,DIGITALOCEAN-ASN,Sliver", "0", "DonPasci"
"2026-02-19 20:01:32", "1750919", "18.221.223.195:443", "ip:port", "botnet_cc", "win.sliver", "None", "Sliver", "2026-02-20 16:45:49", "100", "False", "https://search.censys.io/hosts/18.221.223.195", "AMAZON-02,AS16509,C2,censys,Sliver", "0", "DonPasci"
"2026-02-19 20:01:31", "1750918", "87.106.187.97:443", "ip:port", "botnet_cc", "win.sliver", "None", "Sliver", "2026-02-20 16:48:40", "100", "False", "https://search.censys.io/hosts/87.106.187.97", "AS8560,C2,censys,IONOS-AS,Sliver", "0", "DonPasci"
"2026-02-19 20:01:26", "1750917", "181.235.2.89:2404", "ip:port", "botnet_cc", "win.remcos", "RemcosRAT,Remvio,Socmer", "Remcos", "2026-02-20 16:45:53", "100", "False", "https://search.censys.io/hosts/181.235.2.89", "AS3816,C2,censys,COLOMBIA,RAT,Remcos", "0", "DonPasci"
"2026-02-19 20:01:25", "1750916", "192.227.219.80:2404", "ip:port", "botnet_cc", "win.remcos", "RemcosRAT,Remvio,Socmer", "Remcos", "2026-02-20 16:46:21", "100", "False", "https://search.censys.io/hosts/192.227.219.80", "AS-COLOCROSSING,AS36352,C2,censys,RAT,Remcos", "0", "DonPasci"
"2026-02-19 19:25:09", "1750909", "95.85.239.201:443", "ip:port", "botnet_cc", "win.netsupportmanager_rat", "NetSupport", "NetSupportManager RAT", "", "100", "False", "None", "NetSupport", "0", "abuse_ch"
"2026-02-19 19:00:22", "1750905", "107.189.27.83:8443", "ip:port", "botnet_cc", "win.havoc", "Havokiz", "Havoc", "2026-02-20 16:43:31", "100", "False", "https://search.censys.io/hosts/107.189.27.83", "AS14956,C2,censys", "0", "dyingbreeds_"
